part_number	name	warranty	instock	priceOpt
SP002GBLTU133V02	2Gb DDR3-1333 1Rx8 Silicon Power SP002GBLTU133V02 - 150грн	36	100	75
KWTHG4-MIE	16Gb DDR4-3200 2Rx8 Kingston KWTHG4-MIE новые - 2600грн	36	100	1300
M471A2K43DB1-CWE	16Gb DDR4-3200 2Rx8 Samsung M471A2K43DB1-CWE новые - 2600грн	36	100	1300
ACR26D4S9D8MD-16	16Gb DDR4-2666 2Rx8 Kingston ACR26D4S9D8MD-16 - 2400грн	36	100	1200
MTA16ATF2G64HZ-2G6E1	16Gb DDR4-2666 2Rx8 Micron MTA16ATF2G64HZ-2G6E1 - 2400грн, есть 2шт	36	200	1200
SD4U16N24-SE	16Gb DDR4-2400 2Rx8 Advantech AQD-SD4U16N24-SE чипы Samsung - 2000грн	36	100	1000
CT16G4SFD824A	16Gb DDR4-2400 2Rx8 Crucial CT16G4SFD824A C16FE новые - 2100грн, есть 2шт	36	200	1050
CT16G4SFD824A	16Gb DDR4-2400 2Rx8 Crucial CT16G4SFD824A C16FBD1 - 2100грн	36	100	1050
CT16G4SFD824A	16Gb DDR4-2400 2Rx8 Crucial CT16G4SFD824A C16FDD1 новые - 2100грн, есть 2шт	36	200	1050
CT16G4SFD824A	16Gb DDR4-2400 2Rx8 Crucial CT16G4SFD824A M16FE новые - 2100грн	36	100	1050
HMA82GS6AFR8N-UH	16Gb DDR4-2400 2Rx8 Hynix HMA82GS6AFR8N-UH - 2100грн, есть 13шт	36	900	1050
K821PJ-HYA	16Gb DDR4-2400 2Rx8 Kingston K821PJ-HYA новые - 2200грн	36	100	1100
K821PJ-MIH	16Gb DDR4-2400 2Rx8 Kingston K821PJ-MIH новые - 2200грн	36	100	1100
K821PJ-MID	16Gb DDR4-2400 2Rx8 Kingston K821PJ-MID новые - 2200грн	36	100	1100
KCP424SD8/16	16Gb DDR4-2400 2Rx8 Kingston KCP424SD8/16 новые - 2200грн	36	100	1100
MSI24D4S7D8MH-16	16Gb DDR4-2400 2Rx8 Kingston MSI24D4S7D8MH-16 - 2200грн, есть 2шт	36	200	1100
MTA16ATF2G64HZ-2G3B1	16Gb DDR4-2400 2Rx8 Micron MTA16ATF2G64HZ-2G3B1 новые - 2100грн, есть 2шт	36	200	1050
M471A2K43BB1-CRC	16Gb DDR4-2400 2Rx8 Samsung M471A2K43BB1-CRC - 2200грн, есть 2шт	36	200	1100
M471A2K43CB1-CRC	16Gb DDR4-2400 2Rx8 Samsung M471A2K43CB1-CRC - 2100грн, есть 16шт	36	900	1050
HMA82GS6MFR8N-TF	16Gb DDR4-2133 2Rx8 Hynix HMA82GS6MFR8N-TF новые - 2100грн, есть 2шт	36	200	1050
M471A2K43BB1-CPB	16Gb DDR4-2133 2Rx8 Samsung M471A2K43BB1-CPB - 2000грн, есть 4шт	36	400	1000
CT8G4SFRA32A	8Gb DDR4-3200 1Rx8 Crucial CT8G4SFRA32A M8FRS новые - 1200грн, есть 5шт	36	500	600
HMA81GS6CJR8N-XN	8Gb DDR4-3200 1Rx8 Hynix HMA81GS6CJR8N-XN N0 - 1200грн, есть 2шт	36	200	600
M471A1K43DB1-CWE	8Gb DDR4-3200 1Rx8 Samsung M471A1K43DB1-CWE - 1200грн, есть 6шт	36	600	600
CT8G4SFS8266	8Gb DDR4-2666 1Rx8 Crucial CT8G4SFS8266 M8FJ - 950грн	36	100	475
HMA81GS6CJR8N-UH	8Gb DDR4-2666 1Rx8 Hynix HMA81GS6CJR8N-UH N0 - 950грн, есть 4шт	36	400	475
HP26D4S9S8ME	8Gb DDR4-2666 1Rx8 Kingston HP26D4S9S8ME-8 новая - 990грн, есть 2шт	36	200	495
M471A1K43CB1-CTD	8Gb DDR4-2666 1Rx8 Samsung M471A1K43CB1-CTD - 950грн, есть 2шт	36	200	475
M471A1K43DB1-CTD	8Gb DDR4-2666 1Rx8 Samsung M471A1K43DB1-CTD - 950грн, есть 2шт	36	200	475
MTA8ATF1G64HZ-2G3B1	8Gb DDR4-2400 1Rx8 Micron MTA8ATF1G64HZ-2G3B1 новые - 950грн, есть 21шт	36	900	475
HMA81GS6AFR8N-UH	8Gb DDR4-2400 1Rx8 Hynix HMA81GS6AFR8N-UH N0 - 900грн, есть 40шт	36	900	450
HMA81GS6MFR8N-UH	8Gb DDR4-2400 1Rx8 Hynix HMA81GS6MFR8N-UH N0 - 900грн, есть 3шт	36	300	450
RMSA3260NA78HAF-2400	8Gb DDR4-2400 1Rx8 Ramaxel RMSA3260NA78HAF-2400 - 900грн, есть 3шт	36	300	450
M471A1K43BB1-CRC	8Gb DDR4-2400 1Rx8 Samsung M471A1K43BB1-CRC - 900грн, есть 13шт	36	900	450
M471A1K43CB1-CRC	8Gb DDR4-2400 1Rx8 Samsung M471A1K43CB1-CRC - 900грн	36	100	450
CT8G4SFD824A	8Gb DDR4-2400 2Rx8 Crucial CT8G4SFD824A M16FE1 - 900грн	36	100	450
KTD3KX-MIB	8Gb DDR4-2133 2Rx8 Kingston KTD3KX-MIB - 900грн	36	100	450
M471A1G43DB0-CPB	8Gb DDR4-2133 2Rx8 Samsung M471A1G43DB0-CPB - 900грн, есть 11шт	36	900	450
M471A1G43EB1-CPB	8Gb DDR4-2133 2Rx8 Samsung M471A1G43EB1-CPB - 900грн	36	100	450
MTA16ATF1G64HZ-2G1A2	8Gb DDR4-2133 2Rx8 Micron MTA16ATF1G64HZ-2G1A2 - 900грн, есть 17шт	36	900	450
MTA16ATF1G64HZ-2G1B1	8Gb DDR4-2133 2Rx8 Micron MTA16ATF1G64HZ-2G1B1 - 900грн, есть 54шт	36	900	450
HMA41GS6AFR8N-TF	8Gb DDR4-2133 2Rx8 Hynix HMA41GS6AFR8N-TF - 900грн, есть 38шт	36	900	450
8GBS421ZS3A15	8Gb DDR4-2133 2Rx8 Axiom 8GBS421ZS3A15 чипы Micron - 900грн	36	100	450
HMA41GS7AFR8N-TF	8Gb DDR4-2133 2Rx8 Hynix HMA41GS7AFR8N-TF ECC Unbuffered - 900грн	36	100	450
M471A5244CB0-CWE	4Gb DDR4-3200 1Rx16 Samsung M471A5244CB0-CWE - 550грн, есть 2шт	36	200	275
HMA851S6CJR8N-VK	4Gb DDR4-2666 1Rx16 Hynix HMA851S6CJR8N-VK N0 - 500грн, есть 2шт	36	200	250
MTA4ATF51264HZ-2G6E1	4Gb DDR4-2666 1Rx16 Micron MTA4ATF51264HZ-2G6E1 - 500грн, есть 7шт	36	700	250
RMSA3270ME86H9F-2666	4Gb DDR4-2666 1Rx16 Ramaxel RMSA3270ME86H9F-2666 - 500грн, есть 5шт	36	500	250
M471A5244CB0-CTD	4Gb DDR4-2666 1Rx16 Samsung M471A5244CB0-CTD - 500грн, есть 5шт	36	500	250
ACR24D4S7S1MB	4Gb DDR4-2400 1Rx16 Kingston ACR24D4S7S1MB-4 - 500грн	36	100	250
M471A5244CB0-CRC	4Gb DDR4-2400 1Rx16 Samsung M471A5244CB0-CRC - 500грн, есть 6шт	36	600	250
RMSA3270MB86H9F-2400	4Gb DDR4-2400 1Rx16 Ramaxel RMSA3270MB86H9F-2400 - 500грн	36	100	250
HMA451S6AFR8N-TF	4Gb DDR4-2133 1Rx8 Hynix HMA451S6AFR8N-TF - 450грн, есть 9шт	36	900	225
MTA8ATF51264HZ-2G1A2	4Gb DDR4-2133 1Rx8 Micron MTA8ATF51264HZ-2G1A2 - 450грн, есть 27шт	36	900	225
MTA8ATF51264HZ-2G1B1	4Gb DDR4-2133 1Rx8 Micron MTA8ATF51264HZ-2G1B1 - 450грн, есть 10шт	36	900	225
M471A5143DB0-CPB	4Gb DDR4-2133 1Rx8 Samsung M471A5143DB0-CPB - 450грн, есть 8шт	36	800	225
M471A5143EB0-CPB	4Gb DDR4-2133 1Rx8 Samsung M471A5143EB0-CPB - 450грн, есть 3шт	36	300	225
TS512MSH64V1H	4Gb DDR4-2133 1Rx8 Transcend TS512MSH64V1H (чипы Samsung) - 450грн	36	100	225
CT8G3S160BM	2x8Gb DDR3L-1600 2Rx8 Crucial CT8G3S160BM C16FND for MAC - 1700грн	36	100	850
CT8G3S160BM	2x8Gb DDR3L-1600 2Rx8 Crucial CT8G3S160BM M16FJD for MAC - 1700грн	36	100	850
MT16KTF1G64HZ-1G9P1	8Gb DDR3L-1866 2Rx8 Micron MT16KTF1G64HZ-1G9P1 - 900грн, есть 9шт	36	900	450
CT102464BF186D	8Gb DDR3L-1866 2Rx8 Crucial CT102464BF186D M16FN - 900грн, есть 3шт	36	300	450
LV102464Z11D316813	8Gb DDR3L-1600 2Rx8 Axiom LV102464Z11D316813 (Micron MT16KTF1G64HZ-1G6D1) новые - 800грн, есть 8шт	36	800	400
HP691160-H66	8Gb DDR3L-1600 2Rx8 Kingston HP691160-H66-MCN - 800грн, есть 2шт	36	200	400
HP698657-154	8Gb DDR3L-1600 2Rx8 Kingston HP698657-154-KEB - 800грн	36	100	400
KN2M64-ETB	8Gb DDR3L-1600 2Rx8 Kingston KN2M64-ETB - 800грн, есть 2шт	36	200	400
KVR16LS11/8	8Gb DDR3L-1600 2Rx8 Kingston KVR16LS11/8 новая - 800грн, есть 5шт	36	500	400
NT8GC64C8HB0NS-DI	8Gb DDR3L-1600 2Rx8 Nanya NT8GC64C8HB0NS-DI - 800грн, есть 3шт	36	300	400
RMT3160ME68FAF-1600	8Gb DDR3L-1600 2Rx8 Ramaxel RMT3160ME68FAF-1600 - 800грн	36	100	400
RMT3160MP68FAF-1600	8Gb DDR3L-1600 2Rx8 Ramaxel RMT3160MP68FAF-1600 - 800грн	36	100	400
CT102464BF160B	8Gb DDR3L-1600 2Rx8 Crucial CT102464BF160B 16FP (Micron MT16KTF1G64HZ-1G6P1) - 800грн, есть 2шт уехали	36	200	400
CT102464BF160B	8Gb DDR3L-1600 2Rx8 Crucial CT102464BF160B 16FDD (Micron MT16KTF1G64HZ-1G6D1) - 800грн	36	100	400
CT102464BF160B	8Gb DDR3L-1600 2Rx8 Crucial CT102464BF160B C16FND - 800грн, есть 2шт	36	200	400
CT102464BF160B	8Gb DDR3L-1600 2Rx8 Crucial CT102464BF160B C16FPD - 800грн	36	100	400
CT102464BF160B	8Gb DDR3L-1600 2Rx8 Crucial CT102464BF160B M16FED - 800грн, есть 3шт	36	300	400
CT102464BF160B	8Gb DDR3L-1600 2Rx8 Crucial CT102464BF160B M16FP - 800грн, есть 2шт	36	200	400
HMT41GS6AFR8A-PB	8Gb DDR3L-1600 2Rx8 Hynix HMT41GS6AFR8A-PB NA черные - 800грн, есть 5шт	36	500	400
HMT41GS6BFR8A-PB	8Gb DDR3L-1600 2Rx8 Hynix HMT41GS6BFR8A-PB NA черные - 800грн, есть 3шт	36	300	400
HMT41GS6AFR8A-PB	8Gb DDR3L-1600 2Rx8 Hynix HMT41GS6AFR8A-PB - 800грн	36	100	400
HMT41GS6BFR8A-PB	8Gb DDR3L-1600 2Rx8 Hynix HMT41GS6BFR8A-PB - 800грн, есть 28шт	36	900	400
MT16KTF1G64HZ-1G6D1	8Gb DDR3L-1600 2Rx8 Micron MT16KTF1G64HZ-1G6D1 - 800грн	36	100	400
MT16KTF1G64HZ-1G6E1	8Gb DDR3L-1600 2Rx8 Micron MT16KTF1G64HZ-1G6E1 - 800грн, есть 24шт	36	900	400
MT16KTF1G64HZ-1G6N1	8Gb DDR3L-1600 2Rx8 Micron MT16KTF1G64HZ-1G6N1 - 800грн, есть 4шт	36	400	400
MT16KTF1G64HZ-1G6P1	8Gb DDR3L-1600 2Rx8 Micron MT16KTF1G64HZ-1G6P1 - 800грн, есть 5шт	36	500	400
M471B1G73DB0-YK0	8Gb DDR3L-1600 2Rx8 Samsung M471B1G73DB0-YK0 - 800грн, есть 11шт	36	900	400
M471B1G73EB0-YK0	8Gb DDR3L-1600 2Rx8 Samsung M471B1G73EB0-YK0 - 800грн, есть 28шт	36	900	400
M471B1G73QH0-YK0	8Gb DDR3L-1600 2Rx8 Samsung M471B1G73QH0-YK0 - 800грн, есть 59шт	36	900	400
HMT41GS6MFR8C-PB	8Gb DDR3-1600 2Rx8 Hynix HMT41GS6MFR8C-PB NA черные - 800грн, есть 3шт резерв 2шт	36	300	400
KCP316SD8/8	8Gb DDR3-1600 2Rx8 Kingston KCP316SD8/8 - 800грн, есть 3шт	36	300	400
KTL-TP3C/8G	8Gb DDR3-1600 2Rx8 Kingston KTL-TP3C/8G - 800грн	36	100	400
KVR16S11/8	8Gb DDR3-1600 2Rx8 Kingston KVR16S11/8 - 800грн, есть 3шт	36	300	400
NT8GC64B8HB0NS-DI	8Gb DDR3-1600 2Rx8 Nanya NT8GC64B8HB0NS-DI - 800грн	36	100	400
M471B1G73BH0-CH9	8Gb DDR3-1333 2Rx8 Samsung M471B1G73BH0-CH9 - 800грн, есть 4шт	36	400	400
KHX1600C9S3P1K2/8G	2x4Gb DDR3-1600 2Rx8 Kingston KHX1600C9S3P1K2/8G радиаторная - 800грн	36	100	400
CT51264BF186DJ	2x4Gb DDR3L-1866 1Rx8 Crucial CT51264BF186DJ C8FN - 800грн	36	100	400
MT8KTF51264HZ-1G9P1	4Gb DDR3L-1866 1Rx8 Micron MT8KTF51264HZ-1G9P1 - 400грн, есть 26шт	36	900	200
WMBA1304G	4Gb DDR3L-1600 1Rx8 CF-WMBA1304G for Panasonic (чипы Samsung) - 380грн	36	100	190
CT51264BF160BJ	4Gb DDR3L-1600 1Rx8 Crucial CT51264BF160BJ 8FED (Micron MT8KTF51264HZ-1G6E2) - 380грн	36	100	190
CT51264BF160BJ	4Gb DDR3L-1600 1Rx8 Crucial CT51264BF160BJ 8FN (Micron MT8KTF51264HZ-1G6N1) - 380грн, есть 10шт	36	900	190
CT51264BF160BJ	4Gb DDR3L-1600 1Rx8 Crucial CT51264BF160BJ C8FER - 380грн, есть 7шт	36	700	190
EBJ40UG8EFU0-GN	4Gb DDR3L-1600 1Rx8 Elpida EBJ40UG8EFU0-GN-F - 400грн, есть 4шт	36	400	200
EBJ40UG8EFU5-GNL	4Gb DDR3L-1600 1Rx8 Elpida EBJ40UG8EFU5-GNL-F черные - 400грн	36	100	200
HMT451S6AFR8A-PB	4Gb DDR3L-1600 1Rx8 Hynix HMT451S6AFR8A-PB NA черные - 380грн, есть 10шт	36	900	190
HMT451S6BFR8A-PB	4Gb DDR3L-1600 1Rx8 Hynix HMT451S6BFR8A-PB NA черные - 380грн, есть 2шт	36	200	190
HMT451S6AFR8A-PB	4Gb DDR3L-1600 1Rx8 Hynix HMT451S6AFR8A-PB - 380грн, есть 11шт	36	900	190
HMT451S6BFR8A-PB	4Gb DDR3L-1600 1Rx8 Hynix HMT451S6BFR8A-PB - 380грн, есть 64шт	36	900	190
HP687515-H66	4Gb DDR3L-1600 1Rx8 Kingston HP687515-H66-MCN - 420грн	36	100	210
KNWMX1-ETB	4Gb DDR3L-1600 1Rx8 Kingston KNWMX1-ETB - 420грн, есть 3шт	36	300	210
KNWMX1-HYA	4Gb DDR3L-1600 1Rx8 Kingston KNWMX1-HYA - 420грн	36	100	210
MT8KTF51264HZ-1G6E1	4Gb DDR3L-1600 1Rx8 Micron MT8KTF51264HZ-1G6E1 - 400грн, есть 29шт	36	900	200
MT8KTF51264HZ-1G6E2	4Gb DDR3L-1600 1Rx8 Micron MT8KTF51264HZ-1G6E2 черные - 400грн, есть 12шт	36	900	200
MT8KTF51264HZ-1G6N1	4Gb DDR3L-1600 1Rx8 Micron MT8KTF51264HZ-1G6N1 - 400грн, есть 7шт	36	700	200
MT8KTF51264HZ-1G6P1	4Gb DDR3L-1600 1Rx8 Micron MT8KTF51264HZ-1G6P1 - 400грн, есть 7шт	36	700	200
NT4GC64C88B1NS-DI	4Gb DDR3L-1600 1Rx8 Nanya NT4GC64C88B1NS-DI - 400грн, есть 11шт	36	900	200
RMT3170ME68F9F-1600	4Gb DDR3L-1600 1Rx8 Ramaxel RMT3170ME68F9F-1600 - 400грн, есть 9шт	36	900	200
RMT3170MN68F9F-1600	4Gb DDR3L-1600 1Rx8 Ramaxel RMT3170MN68F9F-1600 - 400грн	36	100	200
M471B5173CB0-YK0	4Gb DDR3L-1600 1Rx8 Samsung M471B5173CB0-YK0 - 380грн, есть 10шт	36	900	190
M471B5173DB0-YK0	4Gb DDR3L-1600 1Rx8 Samsung M471B5173DB0-YK0 - 380грн, есть 40шт	36	900	190
M471B5173EB0-YK0	4Gb DDR3L-1600 1Rx8 Samsung M471B5173EB0-YK0 - 380грн, есть 28шт	36	900	190
M471B5173BH0-YK0	4Gb DDR3L-1600 1Rx8 Samsung M471B5173BH0-YK0 - 380грн, есть 13шт	36	900	190
M471B5173QH0-YK0	4Gb DDR3L-1600 1Rx8 Samsung M471B5173QH0-YK0 - 380грн, есть 21шт	36	900	190
MT16KTF51264HZ-1G6M1	4Gb DDR3L-1600 2Rx8 A-TECH (Micron MT16KTF51264HZ-1G6M1) - 400грн, есть 2шт	36	200	200
CT51264BF160B	4Gb DDR3L-1600 2Rx8 Crucial CT51264BF160B C16FER2 - 400грн	36	100	200
CT51264BF160B	4Gb DDR3L-1600 2Rx8 Crucial CT51264BF160B C16FPD2 - 400грн, есть 21шт	36	900	200
CT51264BF160B	4Gb DDR3L-1600 2Rx8 Crucial CT51264BF160B M16FKD - 400грн, есть 2шт	36	200	200
HMT351S6CFR8A-PB	4Gb DDR3L-1600 2Rx8 Hynix HMT351S6CFR8A-PB - 400грн	36	100	200
HMT351S6EFR8A-PB	4Gb DDR3L-1600 2Rx8 Hynix HMT351S6EFR8A-PB - 400грн, есть 64шт	36	900	200
MT16KTF51264HZ-1G6M1	4Gb DDR3L-1600 2Rx8 Micron MT16KTF51264HZ-1G6M1 - 400грн, есть 14шт	36	900	200
M471B5273CH0-YK0	4Gb DDR3L-1600 2Rx8 Samsung M471B5273CH0-YK0 - 400грн, есть 6шт	36	600	200
M471B5273DH0-YK0	4Gb DDR3L-1600 2Rx8 Samsung M471B5273DH0-YK0 - 400грн, есть 3шт	36	300	200
M471B5273EB0-YK0	4Gb DDR3L-1600 2Rx8 Samsung M471B5273EB0-YK0 - 400грн, есть 5шт	36	500	200
EBJ41UF8BDU0-GN	4Gb DDR3-1600 2Rx8 Elpida EBJ41UF8BDU0-GN-F - 400грн, есть 12шт	36	900	200
EBJ41UF8BDU5-GN	4Gb DDR3-1600 2Rx8 Elpida EBJ41UF8BDU5-GN-F черные - 420грн	36	100	210
HMT351S6CFR8C-PB	4Gb DDR3-1600 2Rx8 Hynix HMT351S6CFR8C-PB - 400грн, есть 2шт	36	200	200
HMT351S6EFR8C-PB	4Gb DDR3-1600 2Rx8 Hynix HMT351S6EFR8C-PB - 400грн, есть 4шт	36	400	200
KFYHV1-HYC	4Gb DDR3-1600 2Rx8 Kingston KFYHV1-HYC - 400грн	36	100	200
KTL-TP3C/4G	4Gb DDR3-1600 2Rx8 Kingston KTL-TP3C/4G - 400грн, есть 6шт	36	600	200
TSB1600D3S1ELD/4GE	4Gb DDR3-1600 2Rx8 Kingston TSB1600D3S1ELD/4GE - 400грн	36	100	200
MT16JTF51264HZ-1G6M1	4Gb DDR3-1600 2Rx8 Micron MT16JTF51264HZ-1G6M1 - 400грн, есть 16шт	36	900	200
NT4GC64B8HG0NS-DI	4Gb DDR3-1600 2Rx8 Nanya NT4GC64B8HG0NS-DI - 400грн, есть 15шт	36	900	200
RMT3160ED58E9W-1600	4Gb DDR3-1600 2Rx8 Ramaxel RMT3160ED58E9W-1600 - 400грн, есть 4шт	36	400	200
SM322NQ08IAF	4Gb DDR3-1600 2Rx8 Sharetronic SM322NQ08IAF - 400грн	36	100	200
M471B5273CH0-CK0	4Gb DDR3-1600 2Rx8 Samsung M471B5273CH0-CK0 - 400грн, есть 41шт	36	900	200
M471B5273DH0-CK0	4Gb DDR3-1600 2Rx8 Samsung M471B5273DH0-CK0 - 400грн, есть 38шт	36	900	200
M471B5273EB0-CK0	4Gb DDR3-1600 2Rx8 Samsung M471B5273EB0-CK0 - 400грн	36	100	200
CT51264BF1339	4Gb DDR3L-1333 2Rx8 Crucial CT51264BF1339 C16F - 400грн, есть 8шт	36	800	200
CT51264BF1339	4Gb DDR3L-1333 2Rx8 Crucial CT51264BF1339 C16FED2 - 400грн	36	100	200
CT51264BF1339	4Gb DDR3L-1333 2Rx8 Crucial CT51264BF1339 16FKD (Micron MT16JTF51264HZ-1G4K1) - 400грн	36	100	200
CMS04GX3M1A1333C9	4Gb DDR3-1333 1Rx8 Corsair CMS04GX3M1A1333C9 - 380грн	36	100	190
KCP313SS8/4	4Gb DDR3-1333 1Rx8 Kingston KCP313SS8/4 - 380грн, есть 4шт	36	400	190
KTH-X3BS/4G	4Gb DDR3-1333 1Rx8 Kingston KTH-X3BS/4G - 380грн, есть 4шт	36	400	190
M471B5173BH0-CH9	4Gb DDR3-1333 1Rx8 Samsung M471B5173BH0-CH9 - 380грн	36	100	190
WMBA1204G	4Gb DDR3-1333 2Rx8 CF-WMBA1204G for Panasonic (чипы Hynix CFR) - 400грн	36	100	200
CT51264BC1339	4Gb DDR3-1333 2Rx8 Crucial CT51264BC1339 16FMR (Micron MT16JTF51264HZ-1G4M1) - 400грн	36	100	200
CT51264BC1339	4Gb DDR3-1333 2Rx8 Crucial CT51264BC1339 M16FMR - 400грн	36	100	200
CT51264BC1339	4Gb DDR3-1333 2Rx8 Crucial CT51264BC1339 16FR (Micron MT16JSF51264HZ-1G4D1) - 400грн, есть 5шт	36	500	200
CT51264BC1339	4Gb DDR3-1333 2Rx8 Crucial CT51264BC1339 16FD (Micron MT16JSF51264HZ-1G4D1) - 400грн, есть 2шт	36	200	200
4GN612R08DS	4Gb DDR3-1333 2Rx8 Edge 4GN612R08DS (чипы Micron) - 400грн	36	100	200
10600CL9S-4GBSQ	4Gb DDR3-1333 2Rx8 G.Skill F3-10600CL9S-4GBSQ - 400грн	36	100	200
HMT351S6BFR8C-H9	4Gb DDR3-1333 2Rx8 Hynix HMT351S6BFR8C-H9 - 400грн, есть 5шт	36	500	200
HMT351S6CFR8C-H9	4Gb DDR3-1333 2Rx8 Hynix HMT351S6CFR8C-H9 - 400грн, есть 30шт	36	900	200
KTD-L3B/4G	4Gb DDR3-1333 2Rx8 Kingston KTD-L3B/4G - 400грн, есть 3шт	36	300	200
KTL-TP3B/4G	4Gb DDR3-1333 2Rx8 Kingston KTL-TP3B/4G - 400грн	36	100	200
MT16JSF51264HZ-1G4D1	4Gb DDR3-1333 2Rx8 Micron MT16JSF51264HZ-1G4D1 - 400грн, есть 5шт	36	500	200
MT16JTF51264HZ-1G4M1	4Gb DDR3-1333 2Rx8 Micron MT16JTF51264HZ-1G4M1 - 400грн	36	100	200
OWC1333DDR3S4GB	4Gb DDR3-1333 2Rx8 OWC OWC1333DDR3S4GB - 400грн, есть 2шт	36	200	200
M471B5273BH1-CH9	4Gb DDR3-1333 2Rx8 Samsung M471B5273BH1-CH9 - 400грн	36	100	200
M471B5273DH0-CH9	4Gb DDR3-1333 2Rx8 Samsung M471B5273DH0-CH9 - 400грн, есть 5шт	36	500	200
TS512MSK64V3N	4Gb DDR3-1333 2Rx8 Transcend TS512MSK64V3N новые - 400грн, есть 8шт	36	800	200
CT4G3S1067M	4Gb DDR3L-1066 2Rx8 Crucial CT4G3S1067M.C16FKD - 400грн	36	100	200
CT51264BC1067	4Gb DDR3-1066 2Rx8 Crucial CT51264BC1067 16FR (Micron MT16JSF51264HZ-1G1D1) - 400грн	36	100	200
CT51264BC1067	4Gb DDR3-1066 2Rx8 Crucial CT51264BC1067 M16FMR - 400грн, есть 9шт	36	900	200
EBJ20UF8BDU0-GN	2Gb DDR3-1600 1Rx8 Elpida EBJ20UF8BDU0-GN-F - 160грн, есть 3шт	36	300	80
EBJ20UF8BCS0-DJ	2Gb DDR3-1333 1Rx8 Elpida EBJ20UF8BCS0-DJ-F - 150грн, есть 14шт	36	900	75
HMT325S6BFR8C-H9	2Gb DDR3-1333 1Rx8 Hynix HMT325S6BFR8C-H9 - 150грн, есть 9шт	36	900	75
HMT325S6CFR8C-H9	2Gb DDR3-1333 1Rx8 Hynix HMT325S6CFR8C-H9 - 150грн	36	100	75
SNY1333D3S9ELC/2G	2Gb DDR3-1333 1Rx8 Kingston SNY1333D3S9ELC/2G - 150грн	36	100	75
MT8JSF25664HZ-1G4D1	2Gb DDR3-1333 1Rx8 Micron MT8JSF25664HZ-1G4D1 - 150грн, есть 10шт	36	900	75
MT8JTF25664HZ-1G4M1	2Gb DDR3-1333 1Rx8 Micron MT8JTF25664HZ-1G4M1 - 150грн	36	100	75
NT2GC64B88B0NS-CG	2Gb DDR3-1333 1Rx8 Nanya NT2GC64B88B0NS-CG - 150грн, есть 6шт	36	600	75
M471B5773CHS-CH9	2Gb DDR3-1333 1Rx8 Samsung M471B5773CHS-CH9 - 150грн, есть 2шт	36	200	75
EBJ21UE8BDS0-DJ	2Gb DDR3-1333 2Rx8 Elpida EBJ21UE8BDS0-DJ-F - 150грн	36	100	75
EBJ21UE8BFU0-DJ	2Gb DDR3-1333 2Rx8 Elpida EBJ21UE8BFU0-DJ-F - 150грн, есть 6шт	36	600	75
SNY1333D3S9DR8/2G	2Gb DDR3-1333 2Rx8 Kingston SNY1333D3S9DR8/2G - 150грн	36	100	75
HP594908-HR1	2Gb DDR3-1333 2Rx8 Kingston HP594908-HR1-ELD - 150грн	36	100	75
NT2GC64B8HC0NS-CG	2Gb DDR3-1333 2Rx8 Nanya NT2GC64B8HC0NS-CG - 150грн, есть 2шт	36	200	75
M471B5673FH0-CH9	2Gb DDR3-1333 2Rx8 Samsung M471B5673FH0-CH9 - 150грн	36	100	75
MT8JSF25664HZ-1G1D1	2Gb DDR3-1066 1Rx8 Micron MT8JSF25664HZ-1G1D1 - 150грн	36	100	75
CT25664BC1067	2Gb DDR3-1066 2Rx8 Crucial CT25664BC1067 16SFD (Micron MT16JSF25664HZ-1G1D1) - 150грн	36	100	75
EBJ21UE8BDS0-AE	2Gb DDR3-1066 2Rx8 Elpida EBJ21UE8BDS0-AE-F - 150грн	36	100	75
HMT125S6AFR8C-G7	2Gb DDR3-1066 2Rx8 Hynix HMT125S6AFR8C-G7 - 150грн	36	100	75
HMT125S6BFR8C-G7	2Gb DDR3-1066 2Rx8 Hynix HMT125S6BFR8C-G7 - 150грн	36	100	75
HMT125S6TFR8C-G7	2Gb DDR3-1066 2Rx8 Hynix HMT125S6TFR8C-G7 - 150грн, есть 3шт	36	300	75
MT16JSF25664HZ-1G1F1	2Gb DDR3-1066 2Rx8 Micron MT16JSF25664HZ-1G1F1 - 150грн, есть 2шт	36	200	75
NT2GC64B8HC0NS-BE	2Gb DDR3-1066 2Rx8 Nanya NT2GC64B8HC0NS-BE - 150грн	36	100	75
M471B5673EH1-CF8	2Gb DDR3-1066 2Rx8 Samsung M471B5673EH1-CF8 - 150грн, есть 2шт	36	200	75
M471B5673FH0-CF8	2Gb DDR3-1066 2Rx8 Samsung M471B5673FH0-CF8 - 150грн, есть 5шт	36	500	75
ST320LM000	"320Gb 2,5"" Seagate ST320LM000 - 300грн"	36	100	150
7KE512	512GB Samsung 850 Pro MZ-7KE512 MLC - 2300грн	36	100	1150
HFS512G32MND-3210A	512GB Hynix SC300 HFS512G32MND-3210A MLC - 2200грн, есть 3шт	36	300	1100
7KN512D	512GB Samsung SM871 MZ-7KN512D MLC - 2200грн	36	100	1100
CT480M500SSD1	480GB Crucial M500 CT480M500SSD1 MLC - 2100грн, есть 6шт	36	600	1050
CT275MX300SSD1	275GB Crucial MX300 CT275MX300SSD1 TLC - 1300грн, есть 3шт	36	300	650
256L9S	256Gb Lite-On LCS-256L9S MLC - 1200грн, есть 3шт	36	300	600
MTFDDAK256MAZ	256Gb Micron M510 MTFDDAK256MAZ MLC - 1200грн	36	100	600
